index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
14,Class4,2024/12/24 21:25,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,332,5,d93519b044de1fa037b0,female,24,J87654,m3D1v,m3D1v_r1d7fr3l
15,Class4,2024/12/24 21:21,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,348,5,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_e2j7p95s
16,Class4,2024/12/24 21:19,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,332,4,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_p8g6dgtv
17,Class4,2024/12/24 21:17,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,356,6,d93519b044de1fa037b0,female,24,J87654,t5V9e,t5V9e_e1k6cixp
18,Class4,2024/12/24 21:16,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,492,6,d93519b044de1fa037b0,female,24,J87654,t5V9e,t5V9e_e1k6cixp
19,Class4,2024/12/24 21:15,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,200,5,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_p8g6dgtv
20,Class4,2024/12/24 17:28,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
21,Class4,2024/12/24 14:53,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,448,3,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
22,Class4,2024/12/24 14:50,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
22,Class4,2024/12/24 14:50,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,d93519b044de1fa037b0,female,24,J87654,s8Y2f,s8Y2f_v4x8by9j
23,Class4,2024/12/24 14:45,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,276,3,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
24,Class4,2024/12/24 14:40,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,196,2,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
25,Class4,2024/12/24 14:39,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,192,3,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
26,Class4,2024/12/24 14:35,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,440,2,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
26,Class4,2024/12/24 14:35,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,440,2,d93519b044de1fa037b0,female,24,J87654,k4W1c,k4W1c_h5r6nux7
27,Class4,2024/12/24 14:29,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,364,2,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
28,Class4,2024/12/24 14:26,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,360,3,d93519b044de1fa037b0,female,24,J87654,y9W5d,y9W5d_c0w4mj5h
28,Class4,2024/12/24 14:26,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,360,3,d93519b044de1fa037b0,female,24,J87654,m3D1v,m3D1v_r1d7fr3l
29,Class4,2024/12/24 14:24,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_BXr9AIsPQhwNvyGdZL57,320,3,d93519b044de1fa037b0,female,24,J87654,m3D1v,m3D1v_t0v5ts9h
30,Class4,2024/12/24 14:20,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,460,3,d93519b044de1fa037b0,female,24,J87654,m3D1v,m3D1v_v3d9is1x
31,Class4,2024/12/23 22:17,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,476,3,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
32,Class4,2024/12/23 20:17,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,352,4,c5d83404b165578ef794,female,18,J78901,g7R2j,g7R2j_e0v1yls8
33,Class4,2024/12/23 19:57,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,c5d83404b165578ef794,female,18,J78901,g7R2j,g7R2j_e0v1yls8
34,Class4,2024/12/23 14:04,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,360,2,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
35,Class4,2024/12/23 14:04,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,2,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
36,Class4,2024/12/23 13:49,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,3,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
37,Class4,2024/12/23 13:49,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,320,3,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
38,Class4,2024/12/23 13:48,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_BXr9AIsPQhwNvyGdZL57,0,1,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
39,Class4,2024/12/23 13:48,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,192,3,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
40,Class4,2024/12/23 13:46,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,3,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
41,Class4,2024/12/23 13:45,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_BXr9AIsPQhwNvyGdZL57,316,3,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
42,Class4,2024/12/23 13:37,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,360,2,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
43,Class4,2024/12/23 13:35,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,348,4,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
44,Class4,2024/12/23 13:33,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,308,2,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
45,Class4,2024/12/23 13:33,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,dcd0562f8fb44933cb08,male,18,J87654,m3D1v,m3D1v_v3d9is1x
46,Class4,2024/12/23 13:32,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,336,2,dcd0562f8fb44933cb08,male,18,J87654,y9W5d,y9W5d_c0w4mj5h
47,Class4,2024/12/23 13:31,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,dcd0562f8fb44933cb08,male,18,J87654,y9W5d,y9W5d_c0w4mj5h
48,Class4,2024/12/23 13:28,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,3,dcd0562f8fb44933cb08,male,18,J87654,t5V9e,t5V9e_e1k6cixp
49,Class4,2024/12/23 13:28,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,0,1,dcd0562f8fb44933cb08,male,18,J87654,t5V9e,t5V9e_e1k6cixp
50,Class4,2024/12/23 13:27,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,308,3,dcd0562f8fb44933cb08,male,18,J87654,t5V9e,t5V9e_e1k6cixp
51,Class4,2024/12/23 13:26,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
52,Class4,2024/12/23 13:26,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,312,2,dcd0562f8fb44933cb08,male,18,J87654,b3C9s,b3C9s_j0v1yls8
53,Class4,2024/12/23 13:25,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,dcd0562f8fb44933cb08,male,18,J87654,b3C9s,b3C9s_j0v1yls8
54,Class4,2024/12/23 13:25,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,3,dcd0562f8fb44933cb08,male,18,J87654,b3C9s,b3C9s_j0v1yls8
55,Class4,2024/12/23 13:23,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,308,3,dcd0562f8fb44933cb08,male,18,J87654,b3C9s,b3C9s_l4z6od7y
56,Class4,2024/12/23 13:22,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_gj1NLb4Jn7URf9K2kQPd,332,3,dcd0562f8fb44933cb08,male,18,J87654,b3C9s,b3C9s_l4z6od7y
57,Class4,2024/12/23 13:21,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,3,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_e0v1yls8
58,Class4,2024/12/23 13:20,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,324,3,dcd0562f8fb44933cb08,male,18,J87654,g7R2j,g7R2j_j1g8gd3v
59,Class4,2024/12/23 12:15,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
60,Class4,2024/12/23 12:15,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,312,3,7694d71417c2f5202940,male,24,J87654,y9W5d,y9W5d_c0w4mj5h
61,Class4,2024/12/23 12:13,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,3,7694d71417c2f5202940,male,24,J87654,b3C9s,b3C9s_j0v1yls8
62,Class4,2024/12/23 12:13,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,180,3,7694d71417c2f5202940,male,24,J87654,b3C9s,b3C9s_l4z6od7y
63,Class4,2024/12/23 12:12,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,320,3,7694d71417c2f5202940,male,24,J87654,b3C9s,b3C9s_l4z6od7y
64,Class4,2024/12/23 12:05,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
65,Class4,2024/12/23 12:04,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,180,4,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
66,Class4,2024/12/23 12:02,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,184,2,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
67,Class4,2024/12/23 12:02,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,320,2,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
68,Class4,2024/12/23 12:00,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,1,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
69,Class4,2024/12/23 12:00,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,4,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
70,Class4,2024/12/23 11:59,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,4,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
71,Class4,2024/12/23 11:58,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,200,2,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_j1g8gd3v
72,Class4,2024/12/23 10:47,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
73,Class4,2024/12/23 10:47,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,5,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
74,Class4,2024/12/23 10:47,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,460,4,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
75,Class4,2024/12/23 10:47,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,436,4,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
76,Class4,2024/12/23 10:45,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,352,3,afc99b4940e933922aca,female,19,J23517,g7R2j,g7R2j_e0v1yls8
77,Class4,2024/12/23 0:27,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,324,3,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
78,Class4,2024/12/23 0:26,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
79,Class4,2024/12/23 0:26,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,196,2,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
80,Class4,2024/12/23 0:22,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,312,3,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
81,Class4,2024/12/23 0:04,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_j1g8gd3v
82,Class4,2024/12/23 0:03,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,320,3,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
83,Class4,2024/12/23 0:03,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,344,3,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
84,Class4,2024/12/23 0:01,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
85,Class4,2024/12/22 23:59,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,324,3,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
86,Class4,2024/12/22 23:59,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,196,7,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
87,Class4,2024/12/22 23:59,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
88,Class4,2024/12/22 23:58,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,5,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
89,Class4,2024/12/22 23:57,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,324,3,7694d71417c2f5202940,male,24,J87654,g7R2j,g7R2j_e0v1yls8
89,Class4,2024/12/22 23:57,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,324,3,7694d71417c2f5202940,male,24,J87654,m3D1v,m3D1v_r1d7fr3l
90,Class4,2024/12/22 23:57,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,436,5,3ba42ec5350aacb0750a,male,24,J57489,b3C9s,b3C9s_j0v1yls8
91,Class4,2024/12/22 23:40,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,328,3,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_c0w4mj5h
91,Class4,2024/12/22 23:40,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,328,3,e9b6fa8a87469779d732,male,21,J78901,s8Y2f,s8Y2f_v4x8by9j
92,Class4,2024/12/22 23:39,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,336,4,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_c0w4mj5h
92,Class4,2024/12/22 23:39,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,336,4,e9b6fa8a87469779d732,male,21,J78901,s8Y2f,s8Y2f_v4x8by9j
93,Class4,2024/12/22 23:39,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,348,4,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_c0w4mj5h
93,Class4,2024/12/22 23:39,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,348,4,e9b6fa8a87469779d732,male,21,J78901,s8Y2f,s8Y2f_v4x8by9j
94,Class4,2024/12/22 23:30,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,372,4,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_p8g6dgtv
95,Class4,2024/12/22 23:30,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,476,3,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_p8g6dgtv
96,Class4,2024/12/22 23:22,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,328,3,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_p8g6dgtv
97,Class4,2024/12/22 23:18,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,348,3,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_p8g6dgtv
98,Class4,2024/12/22 23:18,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,332,3,e9b6fa8a87469779d732,male,21,J78901,y9W5d,y9W5d_p8g6dgtv
99,Class4,2024/12/22 23:15,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_BXr9AIsPQhwNvyGdZL57,348,3,7694d71417c2f5202940,male,24,J87654,y9W5d,y9W5d_e2j7p95s
100,Class4,2024/12/19 18:57,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,320,2,cafe5989da5dfed9f404,male,19,J57489,g7R2j,g7R2j_e0v1yls8
101,Class4,2024/12/19 18:35,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,192,3,d52b119f8da2a1812722,female,19,J78901,y9W5d,y9W5d_c0w4mj5h
102,Class4,2024/12/19 18:34,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,3,d52b119f8da2a1812722,female,19,J78901,y9W5d,y9W5d_c0w4mj5h
103,Class4,2024/12/19 18:34,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,348,2,d52b119f8da2a1812722,female,19,J78901,y9W5d,y9W5d_c0w4mj5h
104,Class4,2024/12/19 18:31,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,d52b119f8da2a1812722,female,19,J78901,m3D1v,m3D1v_r1d7fr3l
105,Class4,2024/12/19 18:30,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,344,3,d52b119f8da2a1812722,female,19,J78901,m3D1v,m3D1v_r1d7fr3l
