index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,major,knowledge
14,Class2,2024/1/2 23:25,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,348,3,6ae7d356ba998218af82,J40192,g7R2j
15,Class2,2024/1/2 23:24,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,324,3,6ae7d356ba998218af82,J40192,g7R2j
16,Class2,2024/1/1 11:41,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,192,2,2c6339f7c23a64d02081,J78901,g7R2j
17,Class2,2024/1/1 11:38,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2c6339f7c23a64d02081,J78901,g7R2j
18,Class2,2024/1/1 11:37,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2c6339f7c23a64d02081,J78901,y9W5d
19,Class2,2024/12/31 19:51,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,79fdbcf16db75f75383a,J23517,g7R2j
20,Class2,2024/12/31 18:27,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,192,2,79fdbcf16db75f75383a,J23517,g7R2j
21,Class2,2024/12/31 18:27,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,2,79fdbcf16db75f75383a,J23517,g7R2j
22,Class2,2024/12/31 18:21,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,312,2,79fdbcf16db75f75383a,J23517,g7R2j
23,Class2,2024/12/31 18:20,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,1,79fdbcf16db75f75383a,J23517,g7R2j
24,Class2,2024/12/31 18:20,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,2,79fdbcf16db75f75383a,J23517,g7R2j
25,Class2,2024/12/31 18:18,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,316,3,79fdbcf16db75f75383a,J23517,b3C9s
26,Class2,2024/12/31 18:17,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,384,3,79fdbcf16db75f75383a,J23517,b3C9s
27,Class2,2024/12/31 18:16,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,196,2,79fdbcf16db75f75383a,J23517,b3C9s
28,Class2,2024/12/31 18:15,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,472,4,79fdbcf16db75f75383a,J23517,b3C9s
29,Class2,2024/12/31 18:15,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,192,2,79fdbcf16db75f75383a,J23517,g7R2j
30,Class2,2024/12/31 18:14,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,2,79fdbcf16db75f75383a,J23517,g7R2j
31,Class2,2024/12/31 18:12,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,2,79fdbcf16db75f75383a,J23517,g7R2j
32,Class2,2024/12/31 18:11,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,3,79fdbcf16db75f75383a,J23517,g7R2j
33,Class2,2024/12/31 18:09,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,79fdbcf16db75f75383a,J23517,g7R2j
34,Class2,2024/12/31 18:08,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,2,79fdbcf16db75f75383a,J23517,g7R2j
35,Class2,2024/12/31 18:07,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,192,2,79fdbcf16db75f75383a,J23517,g7R2j
36,Class2,2024/12/31 16:18,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,344,3,79fdbcf16db75f75383a,J23517,g7R2j
37,Class2,2024/12/31 14:22,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,352,2,2c6339f7c23a64d02081,J78901,b3C9s
38,Class2,2024/12/31 14:21,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,460,3,2c6339f7c23a64d02081,J78901,b3C9s
39,Class2,2024/12/31 14:20,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,344,3,2c6339f7c23a64d02081,J78901,b3C9s
40,Class2,2024/12/31 14:19,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,2c6339f7c23a64d02081,J78901,g7R2j
41,Class2,2024/12/31 14:19,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,344,3,2c6339f7c23a64d02081,J78901,g7R2j
42,Class2,2024/12/31 14:17,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,0,5,2c6339f7c23a64d02081,J78901,g7R2j
43,Class2,2024/12/31 14:16,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,476,3,2c6339f7c23a64d02081,J78901,g7R2j
44,Class2,2024/12/31 14:15,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,620,3,2c6339f7c23a64d02081,J78901,g7R2j
44,Class2,2024/12/31 14:15,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,620,3,2c6339f7c23a64d02081,J78901,m3D1v
45,Class2,2024/12/31 14:14,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_BXr9AIsPQhwNvyGdZL57,512,3,2c6339f7c23a64d02081,J78901,y9W5d
46,Class2,2024/12/31 14:13,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,192,4,2c6339f7c23a64d02081,J78901,y9W5d
47,Class2,2024/12/31 14:13,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,3,2c6339f7c23a64d02081,J78901,y9W5d
48,Class2,2024/12/31 14:11,Error1,0,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_BXr9AIsPQhwNvyGdZL57,0,3,2c6339f7c23a64d02081,J78901,y9W5d
49,Class2,2024/12/31 14:11,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_BXr9AIsPQhwNvyGdZL57,476,2,2c6339f7c23a64d02081,J78901,y9W5d
50,Class2,2024/12/31 14:10,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,324,3,2c6339f7c23a64d02081,J78901,y9W5d
50,Class2,2024/12/31 14:10,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,324,3,2c6339f7c23a64d02081,J78901,s8Y2f
51,Class2,2024/12/31 14:09,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,3,2c6339f7c23a64d02081,J78901,y9W5d
52,Class2,2024/12/31 14:06,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,312,2,2c6339f7c23a64d02081,J78901,y9W5d
53,Class2,2024/12/31 14:05,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,0,5,2c6339f7c23a64d02081,J78901,y9W5d
54,Class2,2024/12/31 9:27,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,480,2,50fec4ca4283ad18c000,J78901,b3C9s
55,Class2,2024/12/31 9:27,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,9,50fec4ca4283ad18c000,J78901,b3C9s
56,Class2,2024/12/31 9:27,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,5,50fec4ca4283ad18c000,J78901,b3C9s
57,Class2,2024/12/31 9:27,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,50fec4ca4283ad18c000,J78901,b3C9s
58,Class2,2024/12/31 9:27,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,324,2,50fec4ca4283ad18c000,J78901,b3C9s
59,Class2,2024/12/31 9:23,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,336,3,50fec4ca4283ad18c000,J78901,b3C9s
60,Class2,2024/12/31 9:23,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,312,3,50fec4ca4283ad18c000,J78901,b3C9s
61,Class2,2024/12/31 8:59,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,316,2,50fec4ca4283ad18c000,J78901,t5V9e
62,Class2,2024/12/31 8:58,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,320,2,50fec4ca4283ad18c000,J78901,t5V9e
63,Class2,2024/12/31 8:58,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,196,3,50fec4ca4283ad18c000,J78901,t5V9e
64,Class2,2024/12/31 8:57,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,308,3,50fec4ca4283ad18c000,J78901,t5V9e
65,Class2,2024/12/31 8:56,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,352,2,50fec4ca4283ad18c000,J78901,t5V9e
66,Class2,2024/12/31 8:55,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,308,2,077d5c82c9ee5019220f,J57489,t5V9e
67,Class2,2024/12/31 8:54,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,448,3,41f718ae2aed1d6c2573,J23517,g7R2j
68,Class2,2024/12/31 8:54,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,320,2,077d5c82c9ee5019220f,J57489,r8S3g
69,Class2,2024/12/31 8:54,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,188,3,077d5c82c9ee5019220f,J57489,r8S3g
70,Class2,2024/12/31 8:54,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,328,3,41f718ae2aed1d6c2573,J23517,g7R2j
71,Class2,2024/12/31 8:54,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,436,3,41f718ae2aed1d6c2573,J23517,g7R2j
72,Class2,2024/12/31 8:51,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,316,3,2c6339f7c23a64d02081,J78901,y9W5d
72,Class2,2024/12/31 8:51,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,316,3,2c6339f7c23a64d02081,J78901,k4W1c
73,Class2,2024/12/31 8:36,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,328,2,222d5ee50487a2b8601b,J87654,y9W5d
73,Class2,2024/12/31 8:36,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,328,2,222d5ee50487a2b8601b,J87654,s8Y2f
74,Class2,2024/12/31 8:36,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,312,3,0088dc183f73c83f763e,J87654,y9W5d
74,Class2,2024/12/31 8:36,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,312,3,0088dc183f73c83f763e,J87654,m3D1v
75,Class2,2024/12/31 8:32,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,312,3,f9d95830556934ae9a01,J57489,y9W5d
76,Class2,2024/12/31 7:42,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,308,2,222d5ee50487a2b8601b,J87654,g7R2j
77,Class2,2024/12/31 7:42,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,308,2,222d5ee50487a2b8601b,J87654,g7R2j
78,Class2,2024/12/31 7:28,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_m8vwGkEZc3TSW2xqYUoR,316,2,06aff3e28c5db152f506,J78901,m3D1v
79,Class2,2024/12/31 7:28,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,312,3,222d5ee50487a2b8601b,J87654,g7R2j
80,Class2,2024/12/31 7:25,Partially_Correct,1,Question_TmKaGvfNoXYq4FZ2JrBu,Method_5Q4KoXthUuYz3bvrTDFm,308,3,06aff3e28c5db152f506,J78901,m3D1v
81,Class2,2024/12/31 7:11,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,2,06aff3e28c5db152f506,J78901,m3D1v
82,Class2,2024/12/31 7:09,Absolutely_Error,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,320,2,06aff3e28c5db152f506,J78901,m3D1v
83,Class2,2024/12/31 7:07,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,0,--,2c6339f7c23a64d02081,J78901,y9W5d
84,Class2,2024/12/31 7:06,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,0,--,2c6339f7c23a64d02081,J78901,y9W5d
85,Class2,2024/12/31 7:05,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,336,2,06aff3e28c5db152f506,J78901,m3D1v
86,Class2,2024/12/31 7:04,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,0,--,2c6339f7c23a64d02081,J78901,y9W5d
87,Class2,2024/12/31 7:00,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,464,2,2c6339f7c23a64d02081,J78901,y9W5d
88,Class2,2024/12/31 6:57,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,312,3,2c6339f7c23a64d02081,J78901,y9W5d
89,Class2,2024/12/31 6:56,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,0,--,2c6339f7c23a64d02081,J78901,y9W5d
90,Class2,2024/12/31 6:55,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,0,--,2c6339f7c23a64d02081,J78901,y9W5d
91,Class2,2024/12/31 6:55,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,0,--,2c6339f7c23a64d02081,J78901,y9W5d
92,Class2,2024/12/31 6:54,Error5,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,0,--,6ae7d356ba998218af82,J40192,g7R2j
92,Class2,2024/12/31 6:54,Error5,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,0,--,6ae7d356ba998218af82,J40192,m3D1v
93,Class2,2024/12/31 0:31,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,06aff3e28c5db152f506,J78901,m3D1v
94,Class2,2024/12/31 0:22,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,180,3,06aff3e28c5db152f506,J78901,t5V9e
95,Class2,2024/12/31 0:22,Partially_Correct,1,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,472,3,06aff3e28c5db152f506,J78901,t5V9e
96,Class2,2024/12/31 0:12,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,320,2,06aff3e28c5db152f506,J78901,t5V9e
97,Class2,2024/12/31 0:09,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,332,3,06aff3e28c5db152f506,J78901,t5V9e
98,Class2,2024/12/31 0:05,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,2,06aff3e28c5db152f506,J78901,t5V9e
99,Class2,2024/12/31 0:03,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,480,3,06aff3e28c5db152f506,J78901,t5V9e
100,Class2,2024/12/22 22:38,Error5,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,0,--,0088dc183f73c83f763e,J87654,b3C9s
101,Class2,2024/12/22 22:37,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,196,3,0088dc183f73c83f763e,J87654,g7R2j
102,Class2,2024/12/22 22:36,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,316,5,3555053023c67d592439,J78901,b3C9s
103,Class2,2024/12/22 22:35,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,5,3555053023c67d592439,J78901,b3C9s
104,Class2,2024/12/22 22:35,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,3555053023c67d592439,J78901,b3C9s
105,Class2,2024/12/22 22:34,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,3555053023c67d592439,J78901,b3C9s
106,Class2,2024/12/22 22:34,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,3,3555053023c67d592439,J78901,b3C9s
107,Class2,2024/12/22 22:33,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,3,3555053023c67d592439,J78901,b3C9s
108,Class2,2024/12/22 22:33,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,320,3,f25a777dbbda3d4314d7,J57489,y9W5d
109,Class2,2024/12/22 22:32,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,3,0088dc183f73c83f763e,J87654,g7R2j
110,Class2,2024/12/22 22:27,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,0,3,0088dc183f73c83f763e,J87654,g7R2j
111,Class2,2024/12/22 22:25,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,0,3,0088dc183f73c83f763e,J87654,g7R2j
112,Class2,2024/12/22 22:25,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,336,3,50fec4ca4283ad18c000,J78901,y9W5d
113,Class2,2024/12/22 22:21,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,344,3,41e9ff991a4a21f423a8,J78901,y9W5d
113,Class2,2024/12/22 22:21,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,344,3,41e9ff991a4a21f423a8,J78901,m3D1v
114,Class2,2024/12/22 22:20,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,344,3,0088dc183f73c83f763e,J87654,g7R2j
115,Class2,2024/12/22 22:16,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,344,5,2c6339f7c23a64d02081,J78901,y9W5d
115,Class2,2024/12/22 22:16,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,344,5,2c6339f7c23a64d02081,J78901,m3D1v
116,Class2,2024/12/22 21:58,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_m8vwGkEZc3TSW2xqYUoR,476,3,f25a777dbbda3d4314d7,J57489,y9W5d
117,Class2,2024/12/22 21:39,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,340,4,6002b9ec0f4ad0b281cf,J40192,g7R2j
118,Class2,2024/12/22 21:38,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,5,41e9ff991a4a21f423a8,J78901,m3D1v
119,Class2,2024/12/22 21:36,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,320,4,6002b9ec0f4ad0b281cf,J40192,g7R2j
120,Class2,2024/12/22 21:36,Partially_Correct,1,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,4,41e9ff991a4a21f423a8,J78901,m3D1v
121,Class2,2024/12/22 21:34,Partially_Correct,1,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,348,4,41e9ff991a4a21f423a8,J78901,m3D1v
122,Class2,2024/12/22 21:33,Partially_Correct,1,Question_Jr4Wz5jLqmN01KUwHa7g,Method_m8vwGkEZc3TSW2xqYUoR,348,3,41e9ff991a4a21f423a8,J78901,m3D1v
123,Class2,2024/12/22 21:31,Error1,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,0,3,41e9ff991a4a21f423a8,J78901,m3D1v
124,Class2,2024/12/22 21:26,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,f25a777dbbda3d4314d7,J57489,g7R2j
125,Class2,2024/12/22 21:24,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,348,5,f25a777dbbda3d4314d7,J57489,g7R2j
