class,time,state,score,title_ID,method,memory,timeconsume,student_ID
Class4,2023/11/1 10:27,Error2,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,0fc996fff93c00ca5ced
Class4,2023/11/1 10:27,Error2,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,324,2,0fc996fff93c00ca5ced
Class4,2023/11/1 10:26,Error2,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,2,0fc996fff93c00ca5ced
Class4,2023/11/1 10:26,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,0,3,0fc996fff93c00ca5ced
Class4,2023/11/1 10:25,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,0,4,0fc996fff93c00ca5ced
Class4,2023/11/1 10:25,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,0fc996fff93c00ca5ced
Class4,2023/11/1 10:23,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,0,5,0fc996fff93c00ca5ced
Class4,2023/11/1 10:20,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,0fc996fff93c00ca5ced
Class4,2023/11/1 10:20,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,0,3,0fc996fff93c00ca5ced
Class4,2023/11/1 10:20,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,0,5,0fc996fff93c00ca5ced
Class4,2023/11/1 10:19,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,0fc996fff93c00ca5ced
Class4,2023/11/1 10:18,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,0,3,0fc996fff93c00ca5ced
Class4,2023/11/1 10:18,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,0,5,0fc996fff93c00ca5ced
Class4,2023/11/1 10:16,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,0,5,0fc996fff93c00ca5ced
Class4,2023/11/1 10:16,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,0,5,0fc996fff93c00ca5ced
Class4,2023/10/28 17:50,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,344,2,61de1e21015e07aacbe8
Class4,2023/10/28 17:45,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,2,61de1e21015e07aacbe8
Class4,2023/10/28 17:43,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,200,3,61de1e21015e07aacbe8
Class4,2023/10/28 17:32,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,368,2,61de1e21015e07aacbe8
Class4,2023/10/28 17:29,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,336,2,61de1e21015e07aacbe8
Class4,2023/10/28 16:44,Error3,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,328,5,61de1e21015e07aacbe8
Class4,2023/10/28 16:43,Error3,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,328,5,61de1e21015e07aacbe8
Class4,2023/10/28 16:41,Error1,0,Question_TmKaGvfNoXYq4FZ2JrBu,Method_5Q4KoXthUuYz3bvrTDFm,0,1,61de1e21015e07aacbe8
Class4,2023/10/28 16:25,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,344,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:25,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,4,61de1e21015e07aacbe8
Class4,2023/10/28 16:24,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_BXr9AIsPQhwNvyGdZL57,344,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:23,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,472,4,61de1e21015e07aacbe8
Class4,2023/10/28 16:23,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,456,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:22,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,500,4,61de1e21015e07aacbe8
Class4,2023/10/28 16:18,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,452,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:16,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,452,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:16,Error1,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,0,5,61de1e21015e07aacbe8
Class4,2023/10/28 16:16,Error1,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,0,2,61de1e21015e07aacbe8
Class4,2023/10/28 16:15,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,456,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:15,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,460,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:09,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,472,3,61de1e21015e07aacbe8
Class4,2023/10/28 16:07,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,328,3,61de1e21015e07aacbe8
Class4,2023/10/28 14:59,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,348,3,61de1e21015e07aacbe8
Class4,2023/10/28 14:55,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,200,2,61de1e21015e07aacbe8
Class4,2023/10/28 11:49,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,2,61de1e21015e07aacbe8
Class4,2023/10/28 11:49,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,308,2,61de1e21015e07aacbe8
Class4,2023/10/28 11:26,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,3,61de1e21015e07aacbe8
Class4,2023/10/28 11:24,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,61de1e21015e07aacbe8
Class4,2023/10/28 11:23,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,1,61de1e21015e07aacbe8
Class4,2023/10/28 11:20,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,5,61de1e21015e07aacbe8
Class4,2023/10/28 11:08,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 10:18,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,5,61de1e21015e07aacbe8
Class4,2023/10/27 9:26,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 9:25,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,61de1e21015e07aacbe8
Class4,2023/10/27 9:24,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,4,61de1e21015e07aacbe8
Class4,2023/10/27 9:20,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 9:15,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 9:12,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 9:11,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,3,61de1e21015e07aacbe8
Class4,2023/10/27 6:56,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,1,61de1e21015e07aacbe8
Class4,2023/10/26 23:03,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,204,5,61de1e21015e07aacbe8
Class4,2023/10/26 23:02,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,316,5,61de1e21015e07aacbe8
Class4,2023/10/26 23:02,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,192,5,61de1e21015e07aacbe8
Class4,2023/10/26 23:01,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,316,5,61de1e21015e07aacbe8
Class4,2023/10/26 23:00,Error1,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:56,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:55,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_m8vwGkEZc3TSW2xqYUoR,324,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:54,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,324,6,61de1e21015e07aacbe8
Class4,2023/10/26 22:45,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,196,6,61de1e21015e07aacbe8
Class4,2023/10/26 22:43,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,200,7,61de1e21015e07aacbe8
Class4,2023/10/26 22:36,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,324,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:34,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,440,4,61de1e21015e07aacbe8
Class4,2023/10/26 22:34,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,8,61de1e21015e07aacbe8
Class4,2023/10/26 22:32,Error4,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,196,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:20,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,200,8,61de1e21015e07aacbe8
Class4,2023/10/26 22:14,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,312,4,61de1e21015e07aacbe8
Class4,2023/10/26 22:14,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,61de1e21015e07aacbe8
Class4,2023/10/26 22:01,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,4,61de1e21015e07aacbe8
Class4,2023/10/26 22:01,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,320,4,61de1e21015e07aacbe8
Class4,2023/10/26 22:01,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,196,6,61de1e21015e07aacbe8
Class4,2023/10/26 22:00,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,304,7,61de1e21015e07aacbe8
Class4,2023/10/26 21:47,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,61de1e21015e07aacbe8
Class4,2023/10/26 21:44,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,5,61de1e21015e07aacbe8
Class4,2023/10/26 21:25,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,320,5,61de1e21015e07aacbe8
Class4,2023/10/26 21:24,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,324,6,61de1e21015e07aacbe8
Class4,2023/10/26 21:19,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,6,61de1e21015e07aacbe8
Class4,2023/10/26 18:58,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,480,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:58,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,7,61de1e21015e07aacbe8
Class4,2023/10/26 18:57,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:55,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,200,5,61de1e21015e07aacbe8
Class4,2023/10/26 18:48,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,0,3,61de1e21015e07aacbe8
Class4,2023/10/26 18:20,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,320,5,61de1e21015e07aacbe8
Class4,2023/10/26 18:20,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:19,Partially_Correct,1,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,196,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:18,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,320,5,61de1e21015e07aacbe8
Class4,2023/10/26 18:16,Partially_Correct,1,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,316,6,61de1e21015e07aacbe8
Class4,2023/10/26 18:15,Partially_Correct,1,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,5,61de1e21015e07aacbe8
Class4,2023/10/26 18:12,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,328,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:11,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,340,3,61de1e21015e07aacbe8
Class4,2023/10/26 18:03,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,480,8,61de1e21015e07aacbe8
Class4,2023/10/26 18:03,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,316,8,61de1e21015e07aacbe8
Class4,2023/10/26 18:02,Error4,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,332,4,61de1e21015e07aacbe8
Class4,2023/10/26 18:02,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,0,1,61de1e21015e07aacbe8
Class4,2023/10/26 18:01,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,0,1,61de1e21015e07aacbe8
Class4,2023/10/26 17:59,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,61de1e21015e07aacbe8
Class4,2023/10/26 17:57,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,0,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:58,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,7,61de1e21015e07aacbe8
Class4,2023/10/25 23:56,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,192,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:56,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_5Q4KoXthUuYz3bvrTDFm,200,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:55,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,320,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:53,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,336,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:47,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,196,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:46,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:45,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,324,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:41,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,356,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:34,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,328,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:30,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,328,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:29,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,340,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:28,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,5,61de1e21015e07aacbe8
Class4,2023/10/25 23:14,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:09,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:09,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,61de1e21015e07aacbe8
Class4,2023/10/25 23:06,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,2,61de1e21015e07aacbe8
Class4,2023/10/25 23:05,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,3,61de1e21015e07aacbe8
Class4,2023/10/25 23:03,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,2,61de1e21015e07aacbe8
Class4,2023/10/25 11:01,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,2,61de1e21015e07aacbe8
Class4,2023/10/25 10:54,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,61de1e21015e07aacbe8
Class4,2023/10/25 10:50,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,3,61de1e21015e07aacbe8
Class4,2023/10/25 10:50,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,3,61de1e21015e07aacbe8
Class4,2023/10/24 12:21,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,164,4,0fc996fff93c00ca5ced
Class4,2023/10/24 12:13,Absolutely_Error,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,316,4,0fc996fff93c00ca5ced
Class4,2023/10/24 12:12,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,192,4,0fc996fff93c00ca5ced
Class4,2023/10/24 12:12,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,196,4,0fc996fff93c00ca5ced
Class4,2023/10/24 12:11,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,320,4,0fc996fff93c00ca5ced
Class4,2023/10/24 12:11,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,200,5,0fc996fff93c00ca5ced
Class4,2023/10/24 12:11,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,192,3,0fc996fff93c00ca5ced
Class4,2023/10/23 21:41,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,324,3,0fc996fff93c00ca5ced
Class4,2023/10/23 21:41,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,0,5,0fc996fff93c00ca5ced
Class4,2023/10/23 21:40,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,0,4,0fc996fff93c00ca5ced
Class4,2023/10/23 21:40,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,0,1,0fc996fff93c00ca5ced
