index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
84,Class4,2024-12-23 00:01:59,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,3ba42ec5350aacb0750a
85,Class4,2024-12-22 23:59:48,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,324,3,3ba42ec5350aacb0750a
86,Class4,2024-12-22 23:59:17,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,196,7,7694d71417c2f5202940
87,Class4,2024-12-22 23:59:13,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,7694d71417c2f5202940
88,Class4,2024-12-22 23:58:25,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,5,7694d71417c2f5202940
89,Class4,2024-12-22 23:57:44,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,324,3,7694d71417c2f5202940
90,Class4,2024-12-22 23:57:43,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,436,5,3ba42ec5350aacb0750a
91,Class4,2024-12-22 23:40:10,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,328,3,e9b6fa8a87469779d732
92,Class4,2024-12-22 23:39:55,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,336,4,e9b6fa8a87469779d732
93,Class4,2024-12-22 23:39:29,Partially_Correct,1,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,348,4,e9b6fa8a87469779d732
94,Class4,2024-12-22 23:30:05,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,372,4,e9b6fa8a87469779d732
95,Class4,2024-12-22 23:30:01,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,476,3,e9b6fa8a87469779d732
96,Class4,2024-12-22 23:22:23,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,328,3,e9b6fa8a87469779d732
97,Class4,2024-12-22 23:18:49,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,348,3,e9b6fa8a87469779d732
98,Class4,2024-12-22 23:18:45,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,332,3,e9b6fa8a87469779d732
99,Class4,2024-12-22 23:15:52,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_BXr9AIsPQhwNvyGdZL57,348,3,7694d71417c2f5202940
100,Class4,2024-12-19 18:57:16,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,320,2,cafe5989da5dfed9f404
101,Class4,2024-12-19 18:35:54,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,192,3,d52b119f8da2a1812722
102,Class4,2024-12-19 18:34:36,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,3,d52b119f8da2a1812722
103,Class4,2024-12-19 18:34:11,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,348,2,d52b119f8da2a1812722
104,Class4,2024-12-19 18:31:11,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,d52b119f8da2a1812722
105,Class4,2024-12-19 18:30:46,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,344,3,d52b119f8da2a1812722
106,Class4,2024-12-19 18:30:36,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,308,2,d52b119f8da2a1812722
107,Class4,2024-12-19 18:29:47,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,d52b119f8da2a1812722
108,Class4,2024-12-19 18:29:35,Absolutely_Error,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,192,2,d52b119f8da2a1812722
109,Class4,2024-12-19 18:27:24,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,480,3,d52b119f8da2a1812722
110,Class4,2024-12-19 18:25:23,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,436,3,d52b119f8da2a1812722
111,Class4,2024-12-19 18:21:40,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,488,3,d52b119f8da2a1812722
112,Class4,2024-12-19 18:17:39,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_m8vwGkEZc3TSW2xqYUoR,344,2,d52b119f8da2a1812722
113,Class4,2024-12-19 18:16:45,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,180,2,11dae4659d30031a10dd
114,Class4,2024-12-19 18:15:06,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,464,2,11dae4659d30031a10dd
115,Class4,2024-12-19 18:14:19,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,196,2,11dae4659d30031a10dd
116,Class4,2024-12-19 18:13:36,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,196,2,11dae4659d30031a10dd
117,Class4,2024-12-19 18:13:02,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,344,6,11dae4659d30031a10dd
118,Class4,2024-12-19 18:11:52,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,11dae4659d30031a10dd
119,Class4,2024-12-19 18:11:49,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,384,3,11dae4659d30031a10dd
120,Class4,2024-12-19 18:10:37,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,328,2,11dae4659d30031a10dd
121,Class4,2024-12-19 18:08:17,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,332,2,11dae4659d30031a10dd
122,Class4,2024-12-19 18:05:48,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,3,11dae4659d30031a10dd
123,Class4,2024-12-19 18:04:04,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,2,11dae4659d30031a10dd
124,Class4,2024-12-19 17:56:03,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,312,2,11dae4659d30031a10dd
125,Class4,2024-12-19 17:53:28,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,3,11dae4659d30031a10dd
126,Class4,2024-12-19 17:52:27,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,0,1,11dae4659d30031a10dd
127,Class4,2024-12-19 17:52:23,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,0,5,11dae4659d30031a10dd
128,Class4,2024-12-19 17:52:18,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,0,2,11dae4659d30031a10dd
129,Class4,2024-12-19 17:52:12,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,0,4,11dae4659d30031a10dd
130,Class4,2024-12-19 17:50:28,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,0,3,11dae4659d30031a10dd
131,Class4,2024-12-19 17:50:01,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,0,5,11dae4659d30031a10dd
132,Class4,2024-12-19 17:49:55,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,0,3,11dae4659d30031a10dd
133,Class4,2024-12-19 17:49:35,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,0,1,11dae4659d30031a10dd
134,Class4,2024-12-19 17:47:35,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,0,4,11dae4659d30031a10dd
135,Class4,2024-12-19 17:44:07,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,188,2,ec4897070f2d3b6eab89
136,Class4,2024-12-19 17:32:49,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,332,2,a3a0e2129e405aef3d87
137,Class4,2024-12-19 17:32:29,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,320,4,a3a0e2129e405aef3d87
138,Class4,2024-12-19 17:32:05,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,192,3,a3a0e2129e405aef3d87
139,Class4,2024-12-19 17:23:16,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,a3a0e2129e405aef3d87
140,Class4,2024-12-19 17:21:59,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,344,4,a3a0e2129e405aef3d87
141,Class4,2024-12-19 17:19:15,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,472,2,a06fdb8743c4d4ef09fe
142,Class4,2024-12-19 17:18:44,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_5Q4KoXthUuYz3bvrTDFm,344,2,a3a0e2129e405aef3d87
143,Class4,2024-12-19 17:17:00,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,3,a3a0e2129e405aef3d87
144,Class4,2024-12-19 16:58:26,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,196,2,a3a0e2129e405aef3d87
145,Class4,2024-12-19 16:41:15,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,204,2,a3a0e2129e405aef3d87
146,Class4,2024-12-19 16:39:13,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,356,2,a3a0e2129e405aef3d87
