index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
30,Class1,2024/1/2 22:43,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_5Q4KoXthUuYz3bvrTDFm,320,2,8b6d1125760bd3939b6e
31,Class1,2024/1/2 22:42,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,320,2,8b6d1125760bd3939b6e
32,Class1,2024/1/2 22:42,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,332,3,8b6d1125760bd3939b6e
33,Class1,2024/1/2 22:41,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,0,1,8b6d1125760bd3939b6e
34,Class1,2024/1/2 22:41,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,0,1,8b6d1125760bd3939b6e
35,Class1,2024/1/2 22:41,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,0,2,8b6d1125760bd3939b6e
36,Class1,2024/1/2 22:41,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,8b6d1125760bd3939b6e
37,Class1,2024/1/2 22:40,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,0,5,8b6d1125760bd3939b6e
38,Class1,2024/1/2 22:40,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,0,5,8b6d1125760bd3939b6e
39,Class1,2024/1/2 22:39,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,484,2,8b6d1125760bd3939b6e
40,Class1,2024/1/2 22:38,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,2,8b6d1125760bd3939b6e
41,Class1,2024/1/2 22:37,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,320,3,8b6d1125760bd3939b6e
42,Class1,2024/1/2 22:36,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,196,2,8b6d1125760bd3939b6e
43,Class1,2024/1/2 22:36,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,312,2,8b6d1125760bd3939b6e
44,Class1,2024/1/2 22:35,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,320,5,8b6d1125760bd3939b6e
45,Class1,2024/1/2 22:34,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,0,2,8b6d1125760bd3939b6e
46,Class1,2024/1/2 22:33,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,0,4,8b6d1125760bd3939b6e
47,Class1,2024/1/2 22:33,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,0,5,8b6d1125760bd3939b6e
48,Class1,2024/1/2 22:33,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_BXr9AIsPQhwNvyGdZL57,0,4,8b6d1125760bd3939b6e
49,Class1,2024/1/2 22:31,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_5Q4KoXthUuYz3bvrTDFm,344,3,8b6d1125760bd3939b6e
50,Class1,2024/1/2 22:31,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,332,2,8b6d1125760bd3939b6e
51,Class1,2024/1/2 22:31,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,5,8b6d1125760bd3939b6e
52,Class1,2024/1/2 22:30,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,8b6d1125760bd3939b6e
53,Class1,2024/1/2 22:29,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,8b6d1125760bd3939b6e
54,Class1,2024/1/2 22:29,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,320,3,8b6d1125760bd3939b6e
55,Class1,2024/1/2 22:28,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,0,4,8b6d1125760bd3939b6e
56,Class1,2024/1/2 22:28,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,188,2,8b6d1125760bd3939b6e
57,Class1,2024/1/2 22:25,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,2,8b6d1125760bd3939b6e
58,Class1,2024/1/2 22:25,Error1,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,0,5,8b6d1125760bd3939b6e
59,Class1,2024/1/2 22:17,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,0,2,a8eea517e36b20757b2e
60,Class1,2024/1/2 22:17,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,0,4,a8eea517e36b20757b2e
61,Class1,2024/1/2 22:16,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,0,1,a8eea517e36b20757b2e
62,Class1,2024/1/2 22:15,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,2,a8eea517e36b20757b2e
63,Class1,2024/1/2 22:15,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,a8eea517e36b20757b2e
64,Class1,2024/1/2 22:14,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,4,a8eea517e36b20757b2e
65,Class1,2024/1/2 22:13,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,5,a8eea517e36b20757b2e
66,Class1,2024/1/2 22:13,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,4,a8eea517e36b20757b2e
67,Class1,2024/1/2 22:12,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_gj1NLb4Jn7URf9K2kQPd,312,2,a8eea517e36b20757b2e
68,Class1,2024/1/2 22:12,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,2,a8eea517e36b20757b2e
69,Class1,2024/1/2 22:11,Error1,0,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,0,1,a8eea517e36b20757b2e
70,Class1,2024/1/2 22:11,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,360,2,a8eea517e36b20757b2e
71,Class1,2024/1/2 22:10,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,4,a8eea517e36b20757b2e
72,Class1,2024/1/2 22:10,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,3,a8eea517e36b20757b2e
73,Class1,2024/1/2 22:09,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,340,3,a8eea517e36b20757b2e
74,Class1,2024/1/2 22:09,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,3,a8eea517e36b20757b2e
75,Class1,2024/1/2 22:09,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,320,2,a8eea517e36b20757b2e
76,Class1,2024/1/2 22:08,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,324,3,a8eea517e36b20757b2e
77,Class1,2024/1/2 22:07,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,0,2,a8eea517e36b20757b2e
78,Class1,2024/1/2 22:06,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_BXr9AIsPQhwNvyGdZL57,0,5,a8eea517e36b20757b2e
79,Class1,2024/1/2 22:06,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,2,a8eea517e36b20757b2e
80,Class1,2024/1/2 22:05,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,332,3,a8eea517e36b20757b2e
81,Class1,2024/1/2 22:05,Absolutely_Error,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,324,3,a8eea517e36b20757b2e
82,Class1,2024/1/2 22:04,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,476,3,a8eea517e36b20757b2e
83,Class1,2024/1/2 16:07,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,192,2,e89cdaa3f159a0d3f55e
84,Class1,2024/1/2 16:06,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,344,2,e89cdaa3f159a0d3f55e
85,Class1,2024/1/2 16:06,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,196,2,e89cdaa3f159a0d3f55e
86,Class1,2024/1/2 16:06,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,192,2,e89cdaa3f159a0d3f55e
87,Class1,2024/1/2 15:44,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,492,3,e89cdaa3f159a0d3f55e
88,Class1,2024/1/2 15:44,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,192,2,e89cdaa3f159a0d3f55e
89,Class1,2024/1/2 15:43,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,180,2,e89cdaa3f159a0d3f55e
90,Class1,2024/1/2 15:32,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,312,2,e89cdaa3f159a0d3f55e
91,Class1,2024/1/2 15:31,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,320,3,e89cdaa3f159a0d3f55e
92,Class1,2024/1/2 15:27,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,e89cdaa3f159a0d3f55e
93,Class1,2024/1/2 15:26,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,448,3,e89cdaa3f159a0d3f55e
94,Class1,2024/1/2 15:26,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,324,3,e89cdaa3f159a0d3f55e
95,Class1,2024/1/2 15:25,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,464,2,e89cdaa3f159a0d3f55e
96,Class1,2024/1/2 15:23,Error6,0,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,e89cdaa3f159a0d3f55e
97,Class1,2024/1/2 13:35,Error4,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,8544,9,a8eea517e36b20757b2e
98,Class1,2024/1/2 13:27,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,312,2,a8eea517e36b20757b2e
99,Class1,2024/1/2 13:26,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,324,2,a8eea517e36b20757b2e
100,Class1,2024/12/26 14:37,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,320,2,5d89810b20079366fcc2
101,Class1,2024/12/26 14:36,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,320,3,5d89810b20079366fcc2
102,Class1,2024/12/26 14:34,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,340,2,5d89810b20079366fcc2
103,Class1,2024/12/26 13:59,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,196,2,e324cc9cb52a2b3cb9cb
104,Class1,2024/12/26 13:59,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,0,1,e324cc9cb52a2b3cb9cb
105,Class1,2024/12/26 13:58,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,204,2,e324cc9cb52a2b3cb9cb
106,Class1,2024/12/26 13:58,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,e324cc9cb52a2b3cb9cb
107,Class1,2024/12/25 23:06,Absolutely_Error,0,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,312,2,e324cc9cb52a2b3cb9cb
108,Class1,2024/12/25 23:05,Absolutely_Error,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,e324cc9cb52a2b3cb9cb
109,Class1,2024/12/25 21:55,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,196,3,98e10f84d94623f8b39e
110,Class1,2024/12/25 21:55,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,3,98e10f84d94623f8b39e
111,Class1,2024/12/25 21:55,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,2,98e10f84d94623f8b39e
112,Class1,2024/12/25 21:54,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,2,98e10f84d94623f8b39e
113,Class1,2024/12/25 21:40,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,308,3,98e10f84d94623f8b39e
114,Class1,2024/12/25 21:35,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,316,3,98e10f84d94623f8b39e
115,Class1,2024/12/25 21:09,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,192,2,98e10f84d94623f8b39e
116,Class1,2024/12/25 21:08,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,196,2,98e10f84d94623f8b39e
117,Class1,2024/12/25 21:08,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,98e10f84d94623f8b39e
118,Class1,2024/12/25 21:06,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,98e10f84d94623f8b39e
119,Class1,2024/12/25 21:00,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,320,3,98e10f84d94623f8b39e
120,Class1,2024/12/25 21:00,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,312,3,98e10f84d94623f8b39e
121,Class1,2024/12/25 20:59,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,3,98e10f84d94623f8b39e
122,Class1,2024/12/25 20:59,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,196,2,98e10f84d94623f8b39e
123,Class1,2024/12/25 20:58,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,4,98e10f84d94623f8b39e
124,Class1,2024/12/25 20:58,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,0,2,98e10f84d94623f8b39e
125,Class1,2024/12/25 20:57,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,1,98e10f84d94623f8b39e
126,Class1,2024/12/25 20:55,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,3,98e10f84d94623f8b39e
127,Class1,2024/12/25 20:54,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,0,5,98e10f84d94623f8b39e
128,Class1,2024/12/25 20:54,Partially_Correct,1,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,496,2,98e10f84d94623f8b39e
129,Class1,2024/12/25 20:53,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,324,2,98e10f84d94623f8b39e
130,Class1,2024/12/25 20:49,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,324,2,98e10f84d94623f8b39e
131,Class1,2024/12/25 20:49,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,324,3,98e10f84d94623f8b39e
132,Class1,2024/12/25 20:47,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,98e10f84d94623f8b39e
133,Class1,2024/12/25 20:47,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,360,2,98e10f84d94623f8b39e
134,Class1,2024/12/25 20:45,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,344,3,98e10f84d94623f8b39e
135,Class1,2024/12/25 20:43,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,328,3,98e10f84d94623f8b39e
136,Class1,2024/12/25 20:43,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,0,2,98e10f84d94623f8b39e
137,Class1,2024/12/25 20:41,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,3,98e10f84d94623f8b39e
138,Class1,2024/12/25 20:34,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,340,3,98e10f84d94623f8b39e
139,Class1,2024/12/25 20:28,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,360,2,98e10f84d94623f8b39e
140,Class1,2024/12/25 20:21,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,324,2,98e10f84d94623f8b39e
141,Class1,2024/12/25 20:20,Absolutely_Error,0,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,3,98e10f84d94623f8b39e
142,Class1,2024/12/25 20:19,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,320,4,98e10f84d94623f8b39e
143,Class1,2024/12/25 20:18,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,98e10f84d94623f8b39e
144,Class1,2024/12/25 20:17,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,98e10f84d94623f8b39e
145,Class1,2024/12/25 17:11,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,328,3,e324cc9cb52a2b3cb9cb
146,Class1,2024/12/25 16:54,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,332,4,e324cc9cb52a2b3cb9cb
147,Class1,2024/12/25 16:54,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,356,4,e324cc9cb52a2b3cb9cb
